C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,weekday,month,trend,MEAN_TMP,MIN_TMP,MAX_TMP
11.16,9.38,13.98,7.34,5.86,5.5,5.92,5.62,8.6,5.04,4.96,6.52,5.36,11.2,6.2,5.46,5.1,6.14,5.12,4.94,14.78,5.22,4.66,5.48,5.0,6.98,10.38,19.48,26.52,22.52,27.9,27.6,47.8,28.36,32.06,58.5,59.06,69.28,70.72,57.32,39.66,42.3,55.14,59.9,55.52,59.0,59.22,52.74,40.54,26.34,18.72,22.14,32.18,35.94,23.5,24.18,15.12,27.82,26.98,38.68,50.36,52.24,47.92,59.58,62.04,77.12,72.4,74.6,61.7,53.68,27.9,36.98,40.88,27.58,37.36,20.82,25.74,29.02,32.2,28.8,32.42,30.3,31.76,29.66,30.76,28.52,31.52,29.7,28.32,28.64,21.44,24.64,14.08,10.78,8.1,10.74,3,3,200,22.6,19.5,28.1
8.12,7.44,13.72,5.1,4.92,4.36,4.3,4.46,3.9,4.78,4.36,4.16,5.4,3.58,4.9,4.5,10.58,3.26,3.9,4.78,3.34,3.6,4.62,4.46,3.84,5.04,8.42,14.76,27.44,23.5,24.36,23.7,13.06,31.66,20.22,23.04,20.46,19.78,15.68,25.22,49.84,46.04,59.38,67.6,55.56,45.66,42.7,46.24,41.78,29.06,21.66,41.92,36.56,11.06,11.2,8.9,12.98,29.76,32.02,25.0,37.0,43.8,56.3,50.56,52.38,59.58,44.24,41.9,25.32,24.86,35.6,26.44,16.8,19.58,25.96,22.34,21.26,20.68,15.86,16.06,15.16,18.88,14.66,12.6,11.74,16.96,12.26,16.74,16.8,17.14,21.98,17.42,13.76,8.68,7.42,9.3,4,3,201,15.4,14.6,22.3
9.34,11.46,8.68,5.86,5.98,5.76,3.24,6.56,3.24,3.22,3.54,3.42,4.44,3.92,3.84,3.5,3.74,3.98,3.16,2.92,3.4,3.3,3.14,3.06,4.62,3.22,3.08,3.28,6.66,3.98,5.46,8.54,9.36,9.9,9.16,8.96,10.34,6.92,8.0,7.96,12.18,5.84,6.88,7.3,8.78,11.1,16.72,8.16,7.68,6.54,11.44,10.86,9.32,7.74,7.14,6.32,8.42,10.38,7.44,7.9,10.74,9.66,11.06,6.78,6.46,6.46,4.74,4.42,4.94,6.02,11.18,11.86,12.24,15.0,18.46,15.64,18.16,20.28,15.88,12.22,9.16,10.3,9.32,8.98,14.96,13.5,13.18,17.34,18.18,19.14,18.18,18.68,18.92,16.16,12.46,10.92,5,3,202,16.6,13.7,22.8
11.74,8.64,4.48,3.6,3.14,3.18,4.66,6.34,4.4,2.94,4.26,3.76,3.48,3.36,3.62,3.72,3.76,2.98,3.42,3.96,4.28,3.5,3.34,3.2,3.12,3.74,3.16,3.84,4.4,3.42,3.16,3.34,3.78,7.24,8.12,7.66,8.02,10.36,11.84,11.52,7.88,7.98,7.72,7.96,7.24,7.82,6.8,7.96,7.24,8.08,7.58,4.22,4.22,4.9,6.3,3.96,6.42,4.4,4.76,4.28,6.42,4.02,6.32,7.54,4.38,4.94,5.6,4.24,7.82,9.1,11.24,11.88,13.58,12.92,16.04,15.82,14.28,14.4,14.98,16.38,17.08,16.7,19.7,25.1,25.76,30.6,32.34,26.28,26.12,21.48,19.52,20.48,17.62,16.32,13.26,11.42,6,3,203,18.6,15.3,25.1
12.68,18.18,11.88,7.38,3.54,3.9,5.12,4.18,3.22,3.0,3.52,6.18,4.42,5.66,3.36,3.64,4.48,3.48,3.34,2.96,4.12,4.14,2.94,3.58,4.48,3.76,11.22,15.24,27.04,21.38,29.86,21.34,26.62,36.1,30.92,45.04,42.32,57.1,78.62,66.42,78.4,75.32,54.68,59.74,61.56,67.38,62.24,61.6,57.24,51.34,27.32,25.04,26.16,26.9,37.96,25.78,30.16,32.28,34.2,46.98,42.08,41.56,43.6,43.74,58.46,77.76,63.28,61.54,70.9,58.56,47.12,38.48,26.9,30.42,32.2,29.0,24.06,38.2,31.82,33.54,24.3,32.84,23.38,23.28,30.06,20.14,31.62,33.68,25.54,27.38,23.7,23.42,15.18,13.34,14.56,11.92,0,3,204,20.2,16.1,26.0
9.18,16.8,17.82,16.76,21.06,17.24,16.58,20.88,19.1,18.1,16.84,4.44,5.42,6.52,10.62,4.06,4.18,3.02,4.2,12.84,16.62,17.5,17.0,17.28,17.06,17.22,18.98,9.9,32.0,16.16,19.46,16.66,44.44,49.72,48.64,41.92,60.08,64.82,83.5,58.46,47.46,42.26,57.12,54.52,43.44,48.5,44.08,51.98,48.6,32.86,26.76,29.4,28.2,28.54,24.96,25.9,27.48,12.28,16.06,33.32,37.36,34.42,50.8,51.88,44.02,51.36,79.32,71.32,59.14,62.88,29.06,37.16,29.66,37.46,45.3,34.34,29.3,25.64,33.98,25.84,24.82,30.02,33.46,28.94,29.32,26.5,31.32,28.82,19.26,16.32,23.44,14.52,17.26,16.3,20.4,12.08,1,3,205,22.5,18.3,28.9
7.36,4.56,4.84,6.92,4.0,4.04,4.4,5.74,4.72,4.56,3.94,4.36,7.52,4.94,4.48,3.4,3.34,3.94,4.56,4.46,3.8,3.68,3.34,3.62,4.62,4.5,20.1,23.8,19.42,20.44,18.78,17.66,41.08,43.02,54.06,60.02,63.22,55.34,71.1,48.22,48.16,54.34,63.04,47.04,47.0,46.5,48.12,43.52,37.52,34.2,26.64,27.62,41.48,40.24,13.88,32.86,13.48,16.52,43.84,34.52,41.02,43.22,43.98,57.36,53.56,63.02,65.88,74.02,69.0,51.96,29.14,32.92,50.14,40.56,33.5,31.92,26.76,32.04,27.62,31.12,29.8,31.72,26.6,32.26,24.96,22.96,19.42,22.22,19.32,17.8,14.0,20.28,11.16,11.74,19.42,19.0,2,3,206,22.2,19.2,28.0
7.88,7.68,5.9,11.78,4.66,9.22,5.32,5.42,4.64,4.64,5.04,11.7,4.6,4.3,4.18,12.0,6.9,4.54,4.64,10.92,5.0,4.28,4.1,4.54,4.7,5.82,5.64,15.9,18.4,22.04,24.54,26.98,42.6,57.86,51.64,69.38,66.1,67.68,60.16,43.22,40.52,42.82,38.48,39.34,39.24,50.02,50.72,44.24,43.78,33.52,29.92,17.36,26.06,35.2,25.22,29.56,26.6,28.36,17.42,40.1,37.78,39.44,56.8,47.38,55.26,91.98,90.94,83.26,69.52,63.9,42.18,30.58,49.8,64.48,44.12,27.44,28.02,26.74,28.24,31.22,28.1,23.8,23.52,22.48,23.26,21.82,19.48,22.06,24.3,25.44,25.96,22.92,20.42,17.36,12.12,9.92,3,3,207,23.5,19.7,29.3
9.56,9.92,8.06,5.66,12.62,6.3,5.3,5.4,5.44,5.78,6.12,5.88,6.16,5.78,5.78,5.44,5.3,5.28,5.86,5.14,5.68,5.44,4.76,5.18,6.06,9.08,7.94,15.46,19.4,25.28,23.38,24.68,43.8,50.6,53.2,47.12,64.22,70.16,77.42,56.0,39.4,53.54,60.62,57.82,54.06,55.88,57.12,47.46,42.28,26.66,24.7,16.1,38.34,34.66,11.82,25.68,17.88,15.8,16.24,47.36,47.16,41.42,50.04,43.52,60.66,57.36,73.54,78.88,72.68,57.62,34.2,42.64,37.9,38.66,25.84,26.86,17.4,19.2,21.1,15.34,15.76,11.7,12.68,13.2,12.04,9.28,9.86,13.72,11.56,13.36,15.14,15.88,16.48,13.64,13.44,11.92,4,3,208,23.7,21.7,27.6
14.78,6.66,6.6,6.38,6.26,6.18,5.72,7.8,7.66,8.2,8.74,5.28,5.4,5.98,6.04,5.34,5.4,5.42,6.42,5.44,5.42,7.56,7.88,4.88,5.76,5.12,5.26,5.18,5.02,8.08,7.86,6.42,8.4,9.26,5.22,5.08,5.68,6.1,5.76,7.68,7.42,7.48,7.44,10.46,8.64,13.3,10.4,8.0,8.26,8.64,11.04,6.84,7.96,9.58,6.96,9.82,9.08,7.58,10.98,11.06,8.08,10.6,9.22,6.14,7.9,6.04,5.4,4.7,4.98,6.16,8.66,8.52,8.96,11.18,8.94,14.0,11.58,10.62,8.9,10.4,10.74,11.26,11.44,11.8,9.92,9.34,11.46,15.24,17.38,21.54,14.0,21.52,17.44,14.26,19.58,12.92,5,3,209,22.7,20.5,24.0
7.58,7.5,5.42,4.1,4.34,7.68,6.24,6.18,5.82,6.1,5.64,3.58,4.12,4.14,3.9,3.52,4.22,4.1,3.64,4.5,4.12,4.12,5.68,5.68,5.46,3.42,3.86,4.52,7.1,4.34,4.34,5.26,5.08,5.36,6.82,8.64,7.14,7.86,7.82,5.96,8.5,8.8,5.74,8.46,10.0,8.66,9.88,9.7,4.5,4.78,5.96,4.86,7.78,7.78,5.78,5.52,4.56,5.74,9.26,8.98,4.82,6.74,5.78,5.5,9.74,7.84,7.12,8.96,13.54,12.56,14.96,13.32,16.34,15.54,11.9,12.56,13.96,19.68,15.32,17.68,15.7,18.62,19.8,15.88,17.34,19.42,17.38,21.48,25.1,22.34,23.48,12.36,10.24,11.84,8.54,10.72,6,3,210,22.4,19.8,25.5
9.04,11.92,8.52,5.06,4.48,4.14,4.5,4.54,3.48,3.96,3.44,5.36,4.12,5.02,3.38,3.92,3.82,7.4,3.66,4.22,3.74,4.24,3.48,4.1,3.74,4.16,11.46,13.9,29.2,23.82,19.24,22.5,24.9,54.58,49.74,41.62,43.72,62.6,49.54,40.52,41.52,46.86,52.54,56.82,52.36,48.08,48.76,25.84,26.36,33.2,44.42,22.26,12.1,9.96,20.76,8.7,12.56,29.74,21.54,30.78,44.08,34.68,41.34,47.1,40.8,55.86,55.94,44.92,44.96,39.5,24.64,37.5,30.84,26.84,22.76,25.94,24.68,23.12,37.5,37.38,42.52,42.46,36.04,29.26,38.74,29.06,29.3,34.04,23.1,24.44,22.9,16.64,9.78,9.32,6.28,5.8,0,3,211,20.0,18.6,20.9
4.62,4.34,3.98,5.3,10.5,4.56,3.62,4.54,4.18,4.26,3.74,4.34,4.16,4.66,4.28,4.24,4.16,4.94,5.42,6.24,3.68,4.1,3.86,11.46,4.02,5.4,6.72,11.96,22.68,15.46,17.38,24.08,20.54,44.7,54.72,44.32,60.84,64.86,64.44,65.3,62.9,68.3,49.06,62.9,51.28,53.44,57.88,49.88,49.26,34.4,27.64,27.5,23.62,35.9,10.68,24.04,10.48,25.88,20.02,44.34,56.08,55.9,55.04,67.18,55.84,69.22,81.08,67.04,68.66,57.28,44.76,38.1,42.84,33.8,35.82,28.58,35.26,29.22,33.1,26.86,28.98,30.28,25.44,31.72,22.44,27.38,25.3,25.24,23.16,13.06,21.34,14.92,11.96,10.36,8.76,5.64,1,4,212,20.2,18.9,22.6
7.98,4.46,3.66,4.32,11.62,4.0,3.5,4.46,3.6,7.48,3.6,4.28,4.26,4.68,3.7,3.9,3.54,5.18,3.9,4.64,4.04,4.84,3.38,5.02,4.28,4.32,21.52,15.48,24.84,22.46,27.62,19.14,17.64,47.44,47.0,47.82,67.3,75.96,60.08,54.66,59.66,47.54,62.92,61.38,62.9,60.94,48.22,50.08,48.78,27.66,30.4,23.66,28.0,36.4,24.82,35.82,28.4,29.32,29.58,55.92,46.06,52.94,51.78,49.04,66.78,75.3,73.58,70.54,61.94,58.5,44.92,41.92,55.5,38.78,42.3,38.88,24.86,33.3,27.92,25.48,29.16,28.18,25.2,33.08,26.24,24.6,19.8,23.46,20.46,21.26,22.68,10.12,14.8,14.78,10.7,8.7,2,4,213,19.8,18.4,22.3
6.92,6.22,8.02,4.26,5.36,10.1,5.0,3.44,5.18,3.86,5.04,3.48,11.34,3.68,5.14,3.38,4.7,3.4,4.34,11.16,5.06,4.08,4.28,4.02,8.72,4.5,14.88,17.28,29.42,29.8,34.26,25.44,33.94,49.22,36.98,60.08,74.0,67.62,51.78,67.24,52.38,62.28,69.74,54.14,60.06,60.34,49.36,49.04,46.14,21.26,22.7,22.98,24.84,37.16,36.64,11.62,11.68,12.26,26.58,39.42,46.0,42.86,45.32,47.66,56.68,57.94,71.86,64.74,66.9,52.2,28.9,37.5,33.04,40.06,37.18,29.4,22.9,24.68,29.54,28.42,27.34,25.12,29.16,29.86,29.58,23.18,18.12,22.4,25.38,17.84,16.48,10.58,12.2,9.24,7.92,7.36,3,4,214,19.9,18.2,21.8
6.72,4.92,5.06,4.9,4.84,4.04,4.3,10.4,3.92,3.46,4.14,4.4,4.52,3.34,10.66,4.14,4.78,3.78,3.86,5.84,6.32,4.0,4.52,3.52,5.36,4.4,7.86,21.88,26.84,25.76,28.76,25.46,43.96,39.9,45.72,50.64,60.76,71.22,62.1,61.1,56.38,46.6,65.22,60.64,51.38,63.02,57.34,50.38,42.54,23.34,28.36,24.44,22.16,36.3,12.58,21.62,27.98,28.84,13.36,38.44,45.5,61.26,45.74,51.24,55.02,60.66,58.16,58.24,56.24,52.08,34.36,38.06,34.66,22.14,18.84,16.78,11.9,13.92,14.66,19.2,18.58,17.18,16.6,14.44,16.14,15.54,17.12,19.34,17.74,15.68,11.48,11.0,12.9,15.58,14.66,13.62,4,4,215,21.1,19.0,24.6
9.18,8.4,6.08,3.4,8.78,4.66,6.06,5.78,3.2,3.8,3.42,3.92,3.7,3.36,3.6,3.96,3.18,6.4,5.9,8.04,6.3,6.04,6.06,5.96,6.24,5.5,3.46,7.28,4.1,3.9,3.78,6.34,7.32,6.74,6.82,7.0,6.16,6.2,4.4,7.02,10.74,3.9,7.88,5.92,5.04,4.66,5.74,4.94,4.94,7.66,3.94,5.66,8.28,7.32,4.22,6.7,6.22,6.6,6.68,6.9,3.84,4.42,3.94,4.26,4.44,5.64,3.62,3.96,3.34,3.26,3.94,6.28,7.46,6.82,6.38,9.16,9.54,12.44,11.58,9.36,9.32,11.06,8.82,7.56,6.0,6.34,7.3,9.02,12.78,12.44,6.24,10.1,10.08,4.8,5.44,9.56,5,4,216,21.4,17.4,26.8
8.96,9.1,11.24,6.1,3.2,3.04,3.6,3.78,7.9,5.5,4.14,3.1,4.1,4.16,3.04,3.24,2.98,3.54,3.8,3.72,3.06,2.88,3.44,3.0,3.14,4.98,8.4,3.64,3.84,3.68,3.18,3.06,3.14,3.88,8.72,4.8,7.64,7.6,6.62,4.46,3.82,6.8,10.1,9.22,6.26,6.68,8.06,4.94,4.86,5.46,6.96,4.98,7.12,4.52,4.34,4.38,4.38,8.04,10.66,10.46,4.72,4.38,3.82,4.72,9.9,9.88,4.52,5.46,5.3,5.32,10.58,10.88,6.82,7.8,10.08,11.28,14.08,13.88,10.3,10.26,8.08,10.28,12.72,11.0,6.96,6.24,6.14,8.84,10.58,10.86,8.8,8.7,13.34,9.76,9.2,6.78,6,4,217,19.1,17.3,23.2
6.94,6.58,7.16,5.86,4.36,3.72,6.3,7.36,5.96,5.5,6.32,3.66,3.98,3.9,3.22,3.66,3.28,3.6,3.1,4.24,3.66,3.52,3.06,3.22,3.58,3.98,4.04,3.04,3.46,3.64,3.58,4.38,4.4,9.32,5.66,3.7,4.52,6.16,4.6,4.4,4.26,5.14,6.26,6.22,6.78,6.66,8.62,9.64,5.74,6.62,4.42,5.9,7.1,6.78,6.3,8.0,6.2,6.72,4.24,6.22,6.56,6.14,6.5,9.3,6.44,6.52,8.5,9.88,13.44,12.52,10.62,13.1,12.46,12.54,9.72,9.82,17.3,21.58,19.0,17.94,17.86,21.78,18.92,22.24,21.6,23.46,23.96,27.86,25.1,21.48,14.98,11.9,15.12,14.82,11.7,10.3,0,4,218,19.7,17.9,22.1
9.52,3.52,3.38,3.36,3.48,3.32,3.42,2.88,3.76,3.32,3.3,3.52,2.98,3.58,3.24,6.2,3.22,3.84,3.42,3.74,2.9,3.1,5.12,3.72,3.64,3.24,13.34,16.18,29.58,35.22,26.26,23.78,22.22,51.96,52.68,47.66,49.98,65.54,82.42,86.38,68.64,50.86,69.78,56.98,60.14,63.6,64.64,49.86,40.96,28.74,18.88,26.22,21.2,39.16,32.2,23.46,11.86,13.98,40.18,34.56,48.32,48.88,55.86,59.02,65.48,60.54,77.16,69.52,62.44,54.1,30.44,40.0,37.56,24.88,32.74,20.74,25.6,33.76,26.24,28.12,23.84,22.78,24.12,26.24,21.52,17.32,22.44,23.1,22.1,17.34,14.74,16.56,15.64,14.02,9.74,7.74,1,4,219,20.9,19.1,24.4
8.08,5.26,7.58,6.56,4.92,4.3,5.06,4.44,4.52,4.0,7.54,4.56,4.6,3.84,4.06,4.26,7.36,6.1,10.86,3.7,4.52,5.64,4.72,7.18,11.44,5.56,18.36,14.38,23.34,20.18,28.82,22.88,27.78,45.48,39.18,47.52,73.18,76.74,63.56,76.52,55.24,46.68,52.02,55.0,44.94,53.46,56.02,53.68,48.96,21.04,19.56,37.76,26.78,27.38,12.08,11.5,12.74,14.6,28.34,49.86,51.08,53.5,43.04,47.58,55.3,47.92,71.98,78.04,62.58,55.66,49.88,44.1,30.1,34.18,39.38,29.84,28.5,24.68,28.44,32.04,32.54,24.56,28.56,26.04,27.12,28.94,31.72,24.6,27.72,23.3,20.12,13.44,20.52,14.54,19.78,23.72,2,4,220,23.3,20.3,28.7
14.12,7.9,15.02,13.94,5.58,6.68,7.44,6.0,5.74,3.56,5.94,3.92,4.88,3.78,6.3,3.66,5.06,3.06,5.22,4.2,5.38,4.36,5.28,4.14,12.2,5.6,10.26,10.9,24.76,18.34,22.14,23.32,34.16,47.34,35.66,54.32,67.6,60.36,60.36,40.88,37.22,49.12,54.68,55.22,54.08,56.06,56.08,55.06,40.08,29.08,18.4,35.52,25.5,24.3,23.24,35.28,11.86,16.58,20.0,43.94,45.4,50.68,53.58,48.08,61.56,63.18,62.96,70.96,67.0,59.04,32.78,38.48,45.48,28.32,27.8,21.44,24.78,27.62,27.34,24.72,29.22,26.12,27.22,25.74,27.14,28.56,30.82,36.48,23.0,15.84,13.84,15.42,12.66,10.78,9.52,6.0,3,4,221,22.9,21.8,26.4
4.94,5.06,8.6,3.76,5.02,4.2,6.46,12.04,4.98,4.3,4.66,4.74,4.78,3.74,4.52,4.32,3.86,3.36,4.88,4.46,11.1,3.68,4.62,4.16,4.5,4.34,5.56,18.94,24.12,27.7,22.8,20.98,36.94,39.44,42.94,57.92,74.08,72.78,55.04,66.48,54.56,48.8,62.98,55.36,45.94,54.42,50.9,50.62,49.38,20.96,22.36,33.58,23.34,24.8,11.64,30.36,10.78,26.9,23.62,51.54,45.62,46.24,45.22,48.22,57.62,59.86,72.3,73.94,67.04,51.22,32.4,39.8,36.46,22.0,20.38,20.16,18.54,16.84,18.6,21.46,21.38,24.62,22.94,16.88,14.74,16.44,12.44,20.54,15.94,18.14,15.14,17.12,15.2,10.36,8.96,8.38,4,4,222,24.0,20.8,29.0
9.92,6.98,7.14,6.28,7.1,4.26,4.5,6.46,5.58,6.42,3.66,3.92,3.76,3.82,4.36,4.16,3.76,4.72,3.9,5.48,6.1,3.22,4.18,4.7,3.76,4.16,4.28,4.54,5.76,3.92,9.1,7.0,4.8,4.9,4.8,7.44,7.92,10.34,10.82,8.0,9.38,6.78,9.42,5.94,6.6,8.3,8.26,10.22,9.26,9.06,10.98,13.08,11.62,9.3,12.66,9.66,6.2,5.22,6.32,7.26,6.1,6.0,6.82,9.06,6.94,5.48,6.24,5.06,8.62,10.02,12.76,11.82,10.36,13.28,15.0,8.18,8.16,12.06,10.04,12.24,15.12,14.32,12.8,8.92,11.58,14.18,16.44,15.26,14.76,12.12,16.1,14.6,12.98,8.78,11.6,9.92,5,4,223,25.0,21.7,31.0
11.22,8.14,8.04,9.96,12.58,6.52,5.5,6.12,5.3,6.1,5.24,7.54,7.42,6.16,5.6,5.04,5.7,5.08,5.52,5.86,5.1,5.34,5.44,6.06,5.32,5.54,4.42,4.26,4.86,4.64,5.84,5.44,5.98,8.46,5.8,7.68,5.92,6.48,7.86,9.8,9.8,10.34,10.72,6.38,5.94,5.76,13.84,8.2,9.5,9.12,6.1,6.26,6.88,6.02,5.4,4.58,5.28,7.0,4.98,7.78,7.94,7.3,7.78,8.72,7.58,6.0,5.88,6.68,5.4,6.18,7.26,8.52,9.16,11.48,8.44,7.44,12.72,17.58,15.96,21.16,19.78,18.76,22.12,20.3,18.58,20.02,22.54,20.72,22.72,26.32,20.14,22.84,20.68,18.42,18.04,15.28,6,4,224,25.7,22.3,30.7
13.92,9.1,7.6,7.14,10.2,7.64,7.24,7.24,6.74,7.44,7.48,7.4,7.02,7.44,7.74,7.0,7.3,7.66,6.72,9.22,9.24,7.04,7.2,7.16,7.36,5.8,13.28,20.22,25.36,24.9,24.22,27.14,53.78,39.12,30.82,48.22,71.58,73.66,64.04,82.44,77.66,60.62,71.84,73.3,66.9,55.72,69.16,60.22,41.86,27.72,30.06,40.58,35.68,29.94,9.8,24.0,22.06,17.12,20.78,47.26,42.18,46.1,45.82,47.28,52.12,69.72,78.28,67.1,72.6,57.14,33.12,37.14,38.42,40.3,31.84,32.78,27.16,25.48,27.02,28.28,46.76,29.14,23.2,32.74,26.22,21.7,27.14,18.44,19.82,20.4,17.62,15.42,13.64,32.14,21.8,11.54,0,4,225,23.9,21.6,25.6
9.3,6.32,8.66,4.7,4.72,6.46,5.38,5.98,5.22,12.18,5.7,5.24,5.42,9.4,5.34,5.5,5.62,4.98,5.38,5.82,4.2,4.48,5.18,7.02,4.02,9.5,8.64,11.28,21.18,16.74,16.5,18.32,37.46,33.44,21.44,61.98,71.9,62.9,71.42,56.76,49.24,57.66,55.8,60.6,63.42,59.0,57.0,51.62,52.26,30.86,25.36,22.02,36.74,34.06,11.46,23.88,16.4,17.54,21.4,48.28,48.36,62.88,53.64,56.94,60.02,68.78,71.26,61.08,61.5,50.74,34.1,37.28,26.16,26.06,27.36,25.1,25.06,30.92,32.92,31.52,26.38,22.38,21.42,25.26,22.56,20.66,26.3,25.26,23.32,20.28,16.84,13.16,13.08,9.3,10.64,8.48,1,4,226,22.3,20.3,25.8
7.24,9.42,5.18,4.42,4.9,4.84,5.04,4.9,4.58,5.12,4.7,5.4,4.66,4.18,3.72,4.7,5.02,4.7,12.58,4.56,5.08,5.6,7.4,5.32,5.6,4.66,19.74,23.34,16.16,25.32,23.8,22.08,48.72,36.38,46.34,54.32,57.86,75.88,76.06,59.9,53.3,60.32,52.54,48.58,56.44,60.98,57.92,50.74,43.34,33.92,24.94,21.64,36.3,27.96,10.68,12.46,12.78,15.8,18.92,54.22,48.8,51.64,46.38,46.2,61.74,55.66,73.6,65.54,67.38,64.56,35.12,49.08,42.34,37.36,34.92,25.4,22.02,25.62,30.42,33.0,26.48,25.3,19.1,20.8,15.12,17.82,18.78,20.5,22.2,18.82,15.94,15.44,13.9,11.2,14.84,21.24,2,4,227,23.1,21.3,27.2
11.34,8.52,4.38,5.3,4.76,5.16,5.08,7.14,5.84,4.96,4.44,4.78,4.82,4.6,11.52,5.04,5.1,6.24,5.74,5.18,5.4,8.02,5.24,5.48,5.14,5.3,7.16,16.18,23.86,22.76,23.54,25.66,49.12,46.78,32.72,55.1,61.82,70.82,90.44,74.2,48.08,51.4,63.28,51.44,53.9,57.8,58.4,49.98,42.94,21.9,22.88,28.7,37.06,35.5,12.46,11.62,13.72,16.08,18.8,44.48,45.62,42.66,48.52,52.36,61.4,73.16,90.16,83.24,81.12,66.32,35.02,44.34,45.92,41.88,34.26,27.72,26.12,27.54,29.02,28.54,22.88,19.1,23.36,24.1,23.7,29.94,31.84,24.66,29.04,20.54,22.5,20.08,19.36,22.08,16.16,14.66,3,4,228,24.9,21.9,30.4
20.98,14.04,8.68,13.82,8.1,7.24,6.8,6.52,9.04,8.82,9.18,7.02,6.74,7.32,7.02,7.16,7.68,7.36,13.5,6.24,7.24,7.4,7.4,6.48,7.72,8.34,7.18,17.12,17.76,22.04,17.9,22.68,24.88,42.32,34.34,53.3,66.18,69.74,76.24,73.68,56.28,47.86,61.02,61.34,59.96,63.76,51.52,52.02,49.06,42.28,35.0,43.04,31.92,40.72,18.38,21.92,17.4,35.88,28.72,63.18,59.42,56.08,49.08,55.56,62.42,75.6,79.22,75.12,67.5,57.7,44.6,43.52,36.32,26.98,26.18,22.98,16.38,13.64,14.3,12.68,11.82,12.48,12.42,12.72,13.06,12.66,11.94,14.52,18.3,15.28,19.82,29.44,17.36,17.02,13.08,12.34,4,4,229,24.6,21.9,29.1
11.02,16.66,18.56,10.48,9.82,8.74,7.8,7.74,7.52,8.44,7.64,8.98,7.76,7.56,8.48,8.02,7.8,7.02,7.32,7.94,7.78,7.24,7.32,8.22,11.8,9.18,7.88,7.5,7.5,7.88,13.74,10.14,10.64,11.1,13.12,15.42,10.84,11.88,13.04,12.5,11.22,9.54,7.44,8.9,7.74,12.14,11.38,10.08,9.28,9.32,8.1,9.66,18.04,6.6,6.66,5.56,5.08,5.08,5.94,4.96,8.22,10.8,7.36,7.16,7.74,8.62,6.68,7.06,10.4,7.98,6.28,6.32,8.08,9.62,13.34,14.42,17.7,16.16,26.4,15.16,15.12,14.08,9.0,8.4,8.48,10.08,15.38,13.1,18.38,19.42,13.38,13.98,14.08,13.34,18.56,17.02,5,4,230,25.4,22.3,31.0
16.38,17.06,14.96,15.28,15.46,16.46,17.58,13.6,20.48,16.06,13.54,11.5,12.24,11.9,11.18,11.64,11.2,10.62,11.1,11.18,11.98,11.32,11.22,11.2,11.7,11.0,10.32,18.74,11.06,11.62,11.4,9.68,11.42,12.4,11.76,10.16,13.48,9.68,10.06,9.6,10.36,12.8,10.62,8.96,9.82,7.24,9.16,7.9,7.46,6.46,12.8,9.82,9.98,8.48,13.38,6.94,8.36,7.78,7.6,8.18,10.98,10.08,7.38,6.8,6.74,6.12,6.38,6.74,9.44,8.0,6.58,7.2,8.26,6.88,9.34,12.5,12.52,22.72,20.7,25.4,21.28,18.92,23.7,22.2,20.46,19.82,24.6,27.7,23.72,17.74,19.5,15.92,13.38,13.78,16.72,12.18,6,4,231,25.7,23.1,30.2
16.76,15.34,15.18,12.52,21.16,10.06,8.82,9.4,10.48,9.44,10.44,10.94,9.54,10.02,8.88,9.44,8.5,8.86,10.04,9.46,10.06,9.0,9.42,15.3,8.9,9.68,11.84,17.66,20.9,26.14,29.6,39.72,50.58,54.12,37.76,56.94,55.28,75.48,70.74,77.98,68.98,47.24,50.42,65.9,59.44,59.04,59.9,49.18,49.36,25.96,26.76,26.3,42.94,43.78,26.68,26.72,17.98,17.74,37.82,56.1,53.14,46.04,55.56,51.74,62.92,60.22,79.66,80.8,73.24,65.3,39.78,55.44,37.22,23.76,15.76,10.12,11.48,19.58,23.06,23.1,23.62,21.76,26.06,29.96,31.32,33.66,48.5,31.0,27.88,21.66,26.04,27.36,23.96,19.98,23.36,26.88,0,4,232,24.3,23.4,26.7
19.38,17.62,14.04,14.62,9.26,9.54,10.22,8.1,7.24,9.04,9.78,8.48,8.0,9.18,8.1,7.34,8.42,8.5,15.76,7.74,7.88,7.3,8.08,7.94,7.82,9.64,13.94,12.14,24.08,20.56,17.94,24.2,36.92,45.06,24.74,42.62,72.96,75.08,81.86,67.38,53.34,65.72,70.34,54.28,61.4,68.8,58.74,53.54,44.96,23.22,27.9,25.7,40.5,37.24,14.04,36.62,16.82,19.14,28.4,53.46,58.22,62.26,62.04,74.32,74.9,61.94,87.4,79.44,73.64,76.82,46.62,43.88,52.96,42.08,60.46,36.44,32.54,33.34,25.46,28.88,27.54,25.78,24.96,39.9,30.06,30.18,32.88,27.16,27.16,20.46,18.66,28.1,17.1,18.18,17.42,21.1,1,4,233,24.8,22.6,28.7
