C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,weekday,month,trend,MEAN_TMP,MIN_TMP,MAX_TMP
13.72,13.0,13.44,12.88,11.26,10.76,10.2,10.2,10.8,10.16,10.36,10.64,10.72,9.84,9.72,9.94,9.82,11.12,10.5,10.86,9.76,10.8,16.38,9.82,9.82,10.02,22.22,23.06,27.0,27.52,31.84,21.4,42.18,53.96,33.1,56.8,50.46,70.28,81.28,70.14,84.82,61.82,53.68,68.4,60.98,55.62,61.0,54.06,54.66,30.36,24.18,25.88,36.3,32.46,11.38,10.36,12.76,21.8,25.52,46.84,43.48,46.32,42.86,41.94,56.72,56.28,75.6,57.84,61.2,56.3,34.54,46.44,38.84,29.84,30.36,24.06,27.3,23.22,22.0,24.4,25.24,26.66,23.58,22.14,20.86,23.4,28.0,24.98,29.12,16.16,20.76,13.76,10.86,9.48,7.0,8.1,2,4,234,22.9,21.7,25.5
6.18,5.52,5.42,5.1,6.22,5.6,5.82,10.8,5.8,4.9,5.68,7.24,5.64,4.3,6.12,5.58,5.82,4.3,11.92,5.84,5.64,4.38,5.66,4.84,6.78,4.3,16.8,15.56,23.92,24.36,24.82,30.98,52.28,47.94,42.52,49.86,60.8,75.08,71.54,71.88,60.92,68.46,75.2,65.62,61.74,58.0,63.04,58.98,52.72,37.42,27.54,24.9,14.46,32.14,19.62,11.64,35.8,18.76,28.48,39.06,44.48,49.5,45.56,44.92,62.84,59.32,74.44,78.34,65.6,62.16,49.24,45.98,45.86,42.72,53.34,22.22,23.7,30.16,22.16,22.18,31.28,33.64,24.88,21.52,19.22,21.32,30.26,26.52,25.88,21.78,24.84,16.6,26.42,21.5,12.24,17.3,3,4,235,22.3,21.2,23.8
9.7,5.12,6.66,5.68,10.76,6.26,5.38,6.24,12.32,7.16,5.0,3.4,5.9,8.0,8.44,4.86,6.66,4.32,6.38,7.24,5.0,6.2,7.24,6.26,7.08,5.48,6.56,14.78,22.64,22.18,27.42,23.9,46.84,39.6,44.76,47.04,49.86,55.3,54.08,66.22,41.52,52.46,64.94,51.68,57.18,52.52,59.5,60.88,52.22,47.78,25.56,37.84,42.0,36.98,12.7,12.98,16.46,21.08,27.06,50.1,52.08,49.26,45.04,48.94,60.86,63.12,86.96,81.96,75.66,67.46,45.74,17.92,28.3,39.94,23.48,26.72,24.08,20.66,18.62,18.46,19.38,13.74,12.42,9.6,9.06,8.22,12.52,15.9,10.98,12.34,13.94,14.26,11.82,18.3,16.3,12.26,4,4,236,24.4,22.0,28.5
10.26,7.98,7.5,6.8,9.3,6.5,9.06,5.54,14.56,6.98,6.68,6.4,4.8,6.38,5.94,14.44,7.9,6.76,5.6,5.74,6.62,4.86,11.22,6.12,5.78,5.86,6.7,4.98,5.3,12.6,6.46,6.12,8.1,7.48,6.76,8.16,15.6,9.42,10.28,9.64,10.62,13.42,13.3,13.44,9.04,10.66,10.26,8.84,6.78,6.5,5.74,7.68,8.24,6.88,9.5,10.06,5.44,6.44,5.58,5.8,5.9,6.58,7.7,8.44,7.5,7.48,7.02,13.56,8.34,6.42,5.86,10.76,11.3,10.32,8.14,10.64,10.9,20.26,14.0,11.48,17.06,13.0,12.02,9.28,9.92,11.38,18.54,16.24,15.88,11.96,14.84,19.7,14.54,12.88,15.48,10.26,5,4,237,22.9,21.1,27.0
11.32,12.72,11.82,9.7,8.04,10.06,10.12,8.54,6.64,7.58,8.1,12.14,16.1,7.66,7.4,6.44,7.52,5.38,7.12,6.56,7.2,4.44,14.18,6.64,5.56,5.6,8.04,8.06,6.5,6.2,6.82,6.8,7.16,9.14,7.12,8.6,7.48,7.4,8.38,9.24,10.24,10.72,8.32,7.7,10.22,12.24,10.32,11.28,7.36,7.3,14.04,7.18,7.8,6.34,8.82,6.66,6.04,6.22,5.98,5.94,10.64,6.14,7.54,6.9,7.32,6.16,6.0,6.58,11.3,10.52,9.98,8.18,9.4,11.56,10.52,11.76,13.92,21.18,13.08,14.64,11.8,17.26,23.22,24.38,25.98,24.96,27.96,28.26,25.68,23.86,24.38,21.62,20.74,16.24,16.1,16.06,6,4,238,25.2,21.7,30.2
15.9,12.72,14.8,12.5,10.64,9.74,10.72,9.88,9.4,10.68,9.86,9.96,11.44,8.68,10.22,9.64,9.64,8.62,9.92,8.82,9.56,8.94,9.14,9.54,8.14,9.98,9.28,16.82,29.2,25.58,19.4,31.36,52.96,47.1,29.08,58.74,58.8,71.76,70.36,69.82,66.2,45.78,53.84,55.26,46.04,55.98,56.82,51.08,38.34,27.7,28.36,32.84,42.3,50.56,11.8,11.02,17.98,36.5,33.82,44.96,45.22,50.0,52.42,56.96,60.8,78.98,94.78,95.66,81.7,83.82,53.36,51.38,27.5,34.78,44.78,30.82,27.9,24.84,25.68,31.96,31.02,32.36,24.62,33.26,27.3,23.56,24.06,35.12,24.46,21.24,24.22,18.02,23.56,15.78,22.78,18.58,0,4,239,25.2,23.2,31.3
13.38,13.54,11.9,11.02,10.68,14.16,17.26,10.64,10.7,11.08,12.76,11.86,11.48,12.34,11.46,10.22,10.56,10.4,10.78,9.88,9.64,9.74,8.82,8.92,11.42,8.88,12.18,18.92,19.82,21.24,20.0,19.66,35.76,38.52,29.98,45.56,43.54,68.96,69.68,65.5,53.64,45.54,60.18,56.7,51.76,60.22,63.72,55.86,46.8,31.42,28.08,33.58,34.96,41.14,28.42,21.72,12.96,18.02,21.16,45.34,40.7,47.8,40.62,48.44,75.56,68.06,78.74,89.66,71.36,64.5,44.3,47.68,32.22,43.38,37.44,31.12,25.38,24.54,28.54,24.0,21.32,18.34,23.8,22.74,23.64,21.6,22.3,25.22,20.78,15.9,15.52,15.58,17.36,13.5,11.84,11.54,1,4,240,24.2,22.5,27.6
12.04,19.32,9.54,11.0,10.32,8.66,7.52,8.32,8.4,8.52,8.0,14.74,7.62,8.32,8.62,8.0,8.7,9.64,7.48,7.08,6.76,8.4,7.76,7.78,6.78,8.14,21.2,23.08,23.88,34.52,19.68,22.44,44.36,46.16,28.22,50.42,50.78,74.92,83.08,66.26,67.54,63.06,69.72,50.74,51.18,58.44,50.06,51.94,53.36,37.56,28.02,38.36,38.04,38.7,37.64,29.06,32.02,14.68,35.64,58.42,52.52,58.88,55.58,45.14,55.22,57.88,80.36,80.88,70.6,62.6,38.54,50.44,48.46,37.72,34.96,22.8,22.86,22.86,18.38,19.58,17.98,20.2,17.04,10.84,9.2,10.62,14.66,18.82,12.86,14.82,14.72,11.56,9.88,14.16,10.02,7.58,2,4,241,22.5,20.9,25.1
13.335203836428366,12.953249094845278,11.475991577520533,11.102885947736588,10.75830060979724,10.275361079621323,10.171589974431074,9.613033901827379,10.07990490122691,9.443805640613048,9.400866969820632,9.997929246913756,9.206158601416641,9.181559034315942,9.229953325180832,9.023250371656099,9.312963537999778,8.99392511122559,9.412042994684702,8.911254674389,8.97212040735926,8.875652345986058,9.272635922029535,8.977576312430463,9.105287028697562,9.01872199903706,13.617651419095324,16.628041138540194,20.302702496918823,21.456681814860186,20.210756918561852,21.142655805546966,36.94942379248763,41.675829980558355,35.48047048949993,61.78519779199267,69.62294312596302,76.373857777784,75.99136099318875,72.59172216298289,68.17460815923832,65.68971132218849,68.81534955533508,66.86507539617071,65.47897091651738,68.68127328623682,68.47900330465471,65.53422471545852,61.37431042919729,49.63831235171974,44.88272685159598,47.850058804742524,48.091180724191325,47.534908844594625,41.457494593238664,39.515885911974536,39.195809379428994,40.00560467785445,42.38971264165077,54.04365215410395,59.43156183508214,62.627728477363625,63.194539106550025,65.1329122063311,70.46481668505874,75.2470891188335,75.92339309655891,68.19192953870193,61.82290157442158,53.08470977924478,36.96360055518845,37.733600050888796,34.558629202705646,31.984262800685602,30.425129066479414,24.19497332532267,22.830244084643518,23.53323818567389,22.983295717791577,23.18567087782236,23.333325658494886,23.350824402509772,22.69784635632839,22.489344777832315,22.33592551198426,22.52242158071143,23.947287167591508,24.33104903947033,22.62645609912699,20.84143300946494,20.569900413154496,18.807256031528166,17.78805120684094,16.756371361561715,15.439630572800883,14.213704262609376,3,5,242,22.5,20.4,25.0
13.599842175980063,12.840982774636483,11.791016869062174,11.320029832412118,10.960650944520825,10.585972079067616,10.508540038144561,9.812252809326697,10.204443031433776,9.67766131699571,9.665955601844352,9.898334260608667,9.496930316019613,9.41919036671477,9.445045005424364,9.251135261876268,9.477438296534958,9.118232876854059,9.64446707027136,9.16653129521565,9.264026445953247,9.088415047226535,9.549965044039023,9.204611935572188,9.332181018053856,9.246424420777464,13.26229095791853,16.46883849594458,20.06094058835441,20.833709324397617,20.07450870868265,20.97580774084968,36.644535644735065,41.32697746079701,35.772650691946005,63.012233469035166,71.17701596800036,77.29204642511974,76.59321913693788,73.58508022584293,69.07356436508638,66.37475032226212,69.29967498084162,68.27458198111589,67.07807272874538,70.1517928514994,70.29215728152823,67.20991016994688,62.802474290747995,51.56891745350245,46.99036104116122,49.565944836908955,49.78846195434852,49.22963774964943,42.64775367310889,41.04003204698737,40.702901025414036,42.33461715912285,43.611284672724594,54.44140310340059,60.823755766658394,63.94620777009422,64.75983211930891,67.24443616171533,72.06570669962038,77.03832775687233,76.29919531492888,67.78501344318607,61.489621667204624,52.82139448794832,37.11936561650701,37.15918659156637,33.71774695071708,31.734905107929723,30.147629374371576,24.117254259083275,22.701608339226155,23.45636473123689,23.195752217641246,23.36422267862147,23.530193963839103,23.453105233232655,23.01427381154935,23.165456357915346,23.077865066743637,23.108180515865136,24.356962037339926,24.68569749210759,23.17512116249919,21.28773068589836,20.93897410052976,19.28914441315883,18.34922041039224,17.081251243280054,15.989659156915401,14.776515520253433,4,5,243,24.4,21.6,28.9
13.785063008172125,12.95327622448584,11.98464932510496,11.517907643213526,11.112135243433508,10.755188918184725,10.655652008253247,9.97869773233129,10.313181387915165,9.842279829606055,9.839555409626188,9.987560576864482,9.643905033449995,9.585708500571387,9.606261446355788,9.42173209124934,9.641215132563154,9.287026872898869,9.808331885732642,9.35351373178503,9.461186943835372,9.288193109530901,9.701097273503414,9.381754558864937,9.497290821535687,9.443741982521239,13.347018195339999,16.587164682349528,20.09413028840588,20.8416593515432,20.12799727646474,21.004023313469595,36.916813715800835,41.63472514802415,36.284867205974216,64.76222704036459,73.16221171675319,79.1216740622628,78.26651537981542,75.18686831711236,70.80542242899232,68.0059956234639,70.7766916983194,70.04282258814742,69.01446198530387,72.10482332493177,72.27885696016719,69.1995370656428,64.82737006058346,53.67162953209289,49.0275423197329,51.53330852583743,51.553701349508145,51.01338124325728,44.449614356728915,42.74280996923042,42.61817998537299,44.329611915565664,45.33302223019391,55.731959417046994,62.74052031764372,65.9111173468453,66.92526602195159,69.49846876217003,73.92542768441497,79.13435013677031,77.4522129200393,68.1747991387587,61.892611606944286,53.087840402504746,37.49371067715389,37.32630826884685,33.87827943574823,31.812741868190148,30.20851669276177,24.11575137221197,22.706159070719632,23.413272511075327,23.273914120071172,23.459414049309004,23.650043148168923,23.61572896375321,23.200571978059845,23.370450408743203,23.33051948256408,23.321205002063856,24.467543962842356,24.78541213854257,23.407911214934146,21.5699541294592,21.09107849275745,19.505295582168785,18.556763811699337,17.287963569678592,16.21650081919339,15.01813980377828,5,5,244,25.5,23.2,30.1
15.1,12.14,11.24,12.18,15.26,15.9,15.1,9.98,10.36,11.36,10.58,11.14,11.18,10.98,10.7,9.66,10.88,10.62,10.08,10.04,10.44,10.56,12.36,11.36,10.3,10.84,20.54,24.58,25.3,23.94,22.76,28.92,42.94,45.72,30.28,48.92,63.64,69.82,81.96,83.32,77.2,73.06,71.2,64.76,63.72,62.92,58.28,59.38,51.98,43.76,29.74,33.48,39.2,27.1,31.34,49.02,33.38,27.96,25.26,47.12,47.66,56.64,55.12,51.3,65.76,65.5,76.56,79.94,75.26,62.26,31.98,40.68,31.56,41.52,32.6,27.16,22.72,27.02,24.88,24.52,24.46,20.2,18.98,22.38,21.4,30.62,31.98,32.48,23.46,20.82,36.8,19.12,20.02,20.02,17.34,16.2,6,5,245,23.1,21.4,25.3
18.0,15.9,12.08,14.1,12.16,10.08,13.18,13.64,18.72,9.78,9.96,11.8,13.44,9.5,8.58,7.96,15.82,10.28,10.18,8.66,7.94,6.9,7.2,8.36,10.44,7.18,9.82,10.2,29.3,15.8,26.42,19.78,42.1,42.14,26.56,63.72,71.14,66.18,53.92,64.96,41.68,58.96,67.04,60.44,54.74,57.82,58.3,58.64,45.66,32.04,28.66,30.26,30.96,27.32,27.58,25.98,14.64,20.28,41.86,38.76,48.12,46.36,48.62,54.28,75.34,77.98,68.04,71.34,80.62,57.96,41.84,44.8,41.72,32.26,48.22,45.06,32.28,26.88,22.38,22.5,23.94,25.24,26.7,24.34,25.48,26.46,31.52,27.5,27.64,23.34,23.3,18.42,15.18,12.64,10.02,10.78,0,5,246,21.1,18.9,23.5
8.84,5.22,6.0,7.16,5.98,4.6,5.54,4.42,12.04,5.66,4.68,11.86,4.1,4.46,5.44,5.7,6.98,7.22,4.34,4.48,4.72,5.0,4.22,4.76,4.52,6.14,22.16,14.76,18.06,20.3,23.06,20.76,23.36,51.62,49.04,51.14,69.7,81.4,71.94,77.78,65.7,59.9,61.84,70.22,53.96,57.68,60.26,56.9,49.82,22.48,16.82,32.94,30.42,22.8,30.62,7.98,11.16,24.3,22.64,50.02,48.32,48.88,50.04,55.88,54.48,71.9,76.08,81.64,63.82,61.0,36.42,28.34,44.92,33.3,33.96,27.0,32.58,30.1,24.28,30.44,29.2,38.36,27.34,23.62,27.64,30.44,28.28,21.1,20.52,18.26,16.98,18.46,9.04,7.9,6.0,6.62,1,5,247,18.9,18.0,19.7
7.48,13.48,5.9,4.2,3.98,4.34,4.08,4.5,4.18,4.1,3.76,11.6,3.58,4.2,4.84,4.32,4.4,3.92,4.08,5.82,4.64,3.84,5.22,4.7,11.0,4.98,6.68,14.54,25.22,23.2,24.3,33.7,53.78,54.8,49.0,80.18,73.16,66.34,50.96,61.18,74.16,64.52,76.82,66.18,49.18,60.5,67.94,58.04,52.52,25.22,19.12,25.16,24.74,19.24,33.48,12.74,11.86,32.44,19.2,73.34,42.8,45.06,47.58,61.38,58.6,75.0,72.86,74.14,68.48,58.88,36.6,42.36,47.64,42.98,29.52,33.02,31.78,27.8,26.06,27.5,24.64,25.26,26.26,24.1,28.28,29.92,23.9,38.9,27.38,23.7,21.54,20.48,24.6,16.06,16.32,9.3,2,5,248,20.0,18.7,20.7
7.08,14.26,6.8,6.74,7.28,10.72,6.98,4.76,4.48,6.66,6.5,7.92,4.14,3.94,4.06,4.68,3.8,5.74,4.12,3.82,4.58,4.38,4.58,5.16,4.8,5.38,7.58,10.38,25.52,18.44,22.68,21.54,28.46,56.8,48.68,59.14,72.1,74.06,70.48,53.06,58.4,57.82,64.12,64.5,56.66,51.08,57.76,55.12,47.76,33.44,24.64,25.9,34.5,25.58,24.98,31.58,25.22,16.3,14.68,40.02,43.74,55.14,47.8,53.24,55.22,73.5,80.68,90.66,69.96,56.52,37.16,44.76,42.48,34.8,44.3,31.56,34.32,34.78,34.36,33.18,30.04,29.6,26.32,34.16,41.28,28.86,28.34,23.14,24.54,25.1,17.88,16.26,19.92,14.8,13.3,8.7,3,5,249,22.8,20.5,26.0
6.26,7.88,8.02,7.44,5.02,5.88,5.7,4.96,12.78,5.42,5.0,5.72,4.18,3.72,7.06,4.08,5.26,4.48,11.48,4.14,5.24,4.86,4.46,6.1,5.24,6.44,23.36,23.82,19.3,27.94,20.26,25.92,49.38,56.2,50.1,56.14,62.42,59.24,65.22,58.34,55.66,74.32,74.36,67.98,62.72,67.12,59.02,49.66,50.54,23.62,18.12,23.98,16.26,26.08,25.92,15.34,24.84,19.68,34.32,45.44,46.34,53.24,57.06,52.04,59.3,65.2,68.54,60.7,73.06,55.96,33.36,32.5,33.24,22.64,20.1,20.34,23.22,20.28,23.58,20.1,21.18,19.8,21.78,19.52,18.54,17.4,18.02,18.42,12.7,13.56,16.3,18.92,13.92,13.78,10.68,15.56,4,5,250,21.2,20.7,22.5
13.36,14.92,10.38,6.6,9.52,9.2,8.38,7.44,4.26,4.42,4.96,4.44,4.46,5.06,5.3,4.18,4.16,4.14,4.38,5.96,6.3,3.74,4.1,4.26,3.82,4.7,4.14,3.46,4.82,5.84,6.12,4.12,6.44,8.06,7.22,11.36,8.34,9.62,6.46,7.42,6.74,8.38,7.62,13.92,12.36,10.82,10.86,10.02,10.72,10.7,8.86,7.12,5.72,6.82,6.2,5.54,10.08,11.16,5.72,9.6,5.64,5.04,7.2,9.02,5.88,6.14,6.28,6.92,12.9,10.5,8.4,5.7,5.86,9.82,11.84,9.44,10.94,12.1,9.78,11.44,12.9,18.1,18.92,15.04,12.54,12.26,13.24,16.72,17.8,15.68,17.12,13.72,19.36,17.46,15.7,11.88,5,5,251,24.2,21.4,28.1
9.44,8.82,8.68,14.04,8.94,6.2,5.54,6.72,6.14,5.3,6.68,5.2,5.42,11.04,4.82,5.78,5.32,4.68,5.28,5.34,6.5,5.18,5.14,6.58,5.0,4.54,4.94,5.74,4.44,5.12,6.08,8.7,5.94,7.26,7.34,8.38,6.74,6.92,6.68,9.68,9.82,9.22,13.98,8.68,9.36,11.66,11.5,11.08,10.42,10.06,10.56,7.14,6.94,8.0,6.36,7.54,7.24,7.74,8.42,6.36,7.58,5.26,5.8,7.16,8.74,12.7,8.48,9.74,14.3,18.68,15.74,17.72,17.34,15.56,11.76,13.88,12.04,16.62,17.88,15.62,21.26,19.36,20.06,19.74,22.98,21.46,22.6,20.04,18.42,13.4,13.1,13.14,17.96,13.6,13.86,12.84,6,5,252,23.3,21.4,25.3
12.46,7.66,6.6,11.04,10.34,7.82,5.14,4.34,5.5,5.1,7.74,6.46,4.84,5.02,4.82,5.16,4.96,4.94,5.52,4.58,4.68,4.14,4.28,5.24,6.12,5.72,6.62,24.76,27.32,25.44,15.14,20.24,52.38,43.46,33.18,56.28,67.46,81.9,71.98,72.7,75.46,49.14,76.74,62.42,59.68,54.18,60.58,62.62,58.1,44.58,39.36,40.98,33.24,29.16,27.18,17.66,21.32,17.12,23.48,38.24,50.28,57.06,52.7,57.54,51.62,67.64,81.78,74.2,76.06,76.72,59.5,34.3,52.04,37.96,39.06,29.98,24.42,24.14,22.5,27.2,31.66,24.42,31.82,31.72,31.82,33.26,33.18,39.96,26.22,25.0,16.42,19.84,22.64,19.58,20.44,16.18,0,5,253,25.7,21.7,30.4
18.28,14.48,12.68,20.74,14.66,18.42,19.28,9.88,10.9,14.98,9.66,9.08,9.12,11.8,12.24,18.46,12.2,9.66,17.22,9.06,9.7,16.0,10.18,9.56,8.4,10.88,11.34,30.52,24.04,17.52,18.26,21.74,42.78,47.44,57.06,62.1,74.56,73.02,72.7,91.7,98.44,107.18,104.1,125.1,100.52,95.3,80.5,98.92,94.1,92.4,72.98,78.78,66.3,81.98,62.02,44.42,50.62,66.18,52.46,87.94,125.4,118.52,132.06,119.68,106.46,141.46,116.58,96.34,104.2,82.4,72.5,69.54,50.5,55.56,56.26,35.24,38.88,31.36,38.66,33.38,31.54,43.12,31.0,27.88,29.78,25.26,31.7,25.06,26.02,25.06,25.56,23.44,17.16,13.8,14.64,12.56,1,5,254,26.9,24.6,30.5
12.62,12.58,12.2,12.26,11.9,12.1,11.88,12.2,12.12,12.54,11.94,11.52,12.76,12.46,11.88,12.76,11.8,13.34,11.6,11.5,12.32,12.28,12.86,12.28,13.44,19.08,28.22,30.08,23.54,28.02,33.22,23.22,57.92,60.96,37.7,110.8,118.78,139.7,152.3,148.94,137.08,101.04,124.72,127.7,134.86,156.6,169.84,160.4,147.02,131.06,81.88,102.68,83.16,92.66,66.64,79.58,77.66,65.3,67.2,111.54,128.98,119.66,146.42,163.78,181.66,181.74,131.22,107.9,121.68,90.78,60.72,72.74,65.48,51.08,51.14,40.22,28.72,31.06,34.0,35.4,36.18,26.7,28.06,26.42,38.2,31.84,36.72,36.26,33.16,35.62,29.2,24.74,27.38,21.76,20.96,29.9,2,5,255,28.3,26.5,30.3
24.98,20.44,23.98,17.9,15.9,15.94,17.54,15.26,15.08,15.64,21.62,14.82,15.74,14.94,15.28,15.88,16.72,17.2,15.32,15.38,14.56,14.54,16.28,15.02,18.14,17.08,16.74,18.64,33.54,26.38,32.64,29.1,68.32,62.64,35.54,136.62,155.94,178.14,175.24,161.52,174.46,151.8,151.78,143.44,146.4,157.48,153.94,147.02,139.92,120.26,113.36,107.28,109.78,135.3,104.1,79.78,99.06,81.42,102.38,109.66,134.82,163.26,150.96,167.9,180.0,173.18,159.76,130.7,119.56,120.44,65.6,84.5,58.2,78.4,57.86,26.32,26.98,20.24,25.4,31.3,32.36,26.04,24.18,21.8,26.66,28.04,30.56,28.62,37.06,30.38,28.08,26.86,21.8,21.3,19.34,19.04,3,5,256,28.3,27.0,30.7
21.38,18.32,15.2,14.62,15.38,15.34,20.42,15.9,14.66,15.14,14.5,14.96,14.8,14.46,14.26,14.7,23.18,15.9,14.76,14.48,15.28,14.64,14.86,14.86,15.02,15.28,29.24,32.96,30.18,36.2,21.62,24.06,56.6,57.08,46.12,172.48,180.64,195.02,190.28,156.06,173.7,163.64,177.98,167.3,196.48,181.24,179.78,179.52,170.0,142.76,128.44,127.74,117.82,114.78,94.56,79.3,92.58,89.08,121.28,114.38,126.0,165.1,167.64,178.62,151.06,175.62,136.04,130.62,107.28,86.86,71.8,50.16,49.02,32.04,40.78,23.06,24.44,24.7,22.62,19.42,25.44,17.38,16.26,17.68,20.98,25.36,23.72,22.16,25.26,28.78,23.64,21.02,21.14,22.56,20.12,17.48,4,5,257,27.9,26.5,31.0
18.58,16.02,15.96,18.1,15.72,17.84,20.08,14.78,19.64,16.38,16.0,14.3,15.08,14.2,14.16,15.38,14.12,17.5,18.0,16.44,15.46,14.2,15.66,18.08,13.6,13.54,13.32,13.94,13.06,12.98,13.14,14.54,12.16,15.88,15.24,15.76,12.56,12.08,11.72,12.02,14.54,19.52,15.4,13.48,14.06,11.16,10.26,12.64,14.5,11.2,11.78,13.52,10.28,14.6,12.36,11.98,10.32,10.76,10.82,10.52,9.96,12.64,17.86,14.1,14.14,11.76,12.38,10.96,12.52,13.5,10.32,12.88,13.66,12.52,10.38,18.08,16.44,12.7,13.14,15.58,14.58,18.2,20.86,18.82,16.98,17.5,16.02,15.94,15.8,16.26,18.08,23.26,19.92,21.24,19.54,24.5,5,5,258,27.8,25.6,32.1
20.78,17.26,15.8,13.72,14.08,15.8,14.5,12.68,11.96,13.08,13.16,13.8,12.7,15.6,14.6,12.78,13.04,13.28,15.6,12.42,13.14,14.68,12.5,12.42,12.68,12.44,14.08,15.02,12.36,12.84,14.46,13.46,17.94,20.74,17.32,18.18,14.4,14.74,14.4,12.48,12.44,19.12,17.08,13.88,10.76,12.46,17.36,14.04,12.82,12.06,12.32,14.2,14.8,10.3,10.06,10.7,12.54,13.64,10.72,9.64,10.16,11.84,12.04,11.72,13.42,11.16,12.42,15.24,17.08,11.94,13.12,11.98,12.1,15.48,17.06,16.12,17.52,20.82,22.72,17.4,20.66,22.5,31.72,36.0,32.36,26.06,26.22,27.86,29.84,22.96,22.46,27.88,23.5,23.22,22.34,19.76,6,5,259,27.2,24.3,30.5
18.04,17.36,17.54,18.24,16.82,14.34,16.14,16.72,17.04,15.28,15.44,14.1,15.32,15.46,14.0,15.72,16.82,13.98,13.74,15.26,14.02,16.5,14.78,16.66,14.32,13.2,20.94,32.22,25.24,38.72,32.84,35.8,64.22,70.08,124.8,172.3,180.6,187.84,164.06,178.84,175.46,166.14,154.2,156.76,147.88,155.74,168.96,172.8,150.06,146.32,106.96,125.98,128.78,117.08,132.34,100.82,113.06,117.66,116.8,114.78,160.6,164.9,168.64,181.0,187.6,182.74,159.0,142.74,125.64,109.56,89.68,74.44,55.38,45.14,57.34,33.7,31.44,32.1,39.86,34.46,28.9,38.3,35.44,34.88,47.42,44.68,35.64,35.6,26.66,30.78,22.02,23.7,23.68,28.04,23.74,18.26,0,5,260,27.1,23.6,31.0
20.6,16.72,15.58,18.86,19.0,15.56,15.3,14.88,14.96,13.92,17.1,17.58,14.7,13.9,15.24,14.98,14.22,15.04,14.62,14.5,14.62,14.54,21.06,15.38,16.18,14.76,16.84,26.28,28.54,20.44,30.34,26.66,46.38,54.76,55.16,145.26,177.12,207.02,190.46,164.76,123.1,118.84,125.68,150.7,153.42,183.88,186.6,184.32,163.58,124.16,106.16,122.02,112.86,73.52,106.04,83.36,99.4,97.98,72.6,101.68,133.16,123.42,100.76,109.8,108.74,99.14,94.98,72.52,42.66,32.58,30.16,30.34,19.86,37.88,39.04,28.86,24.58,24.8,25.48,24.88,27.1,27.72,24.46,26.84,27.48,24.26,21.06,18.34,20.76,19.4,17.7,20.9,19.68,19.24,17.7,17.22,1,5,261,26.2,22.4,30.3
15.48,15.62,14.22,14.86,14.52,17.0,13.84,14.22,13.08,15.16,14.44,12.84,13.34,13.78,14.08,13.32,13.74,13.2,13.78,15.02,13.7,13.0,13.06,13.64,13.56,11.58,27.56,30.82,28.12,26.3,19.44,24.96,51.36,47.76,35.24,107.26,138.46,159.02,132.8,108.72,142.14,148.3,101.6,109.3,123.74,137.24,146.28,141.24,142.5,115.3,104.32,121.08,107.8,109.58,108.48,76.7,75.84,104.32,96.82,136.52,144.24,168.88,182.92,139.34,145.86,145.98,141.88,132.8,102.56,94.76,64.0,65.92,73.14,61.74,46.72,26.66,31.92,31.28,30.76,28.62,33.86,35.52,28.4,42.32,36.54,36.3,28.0,36.92,31.54,30.26,29.76,29.1,22.54,26.62,23.04,23.9,2,5,262,27.2,23.8,32.0
26.3,17.78,18.84,17.66,19.18,17.0,15.2,14.62,14.52,14.88,15.18,14.3,13.88,21.96,13.78,14.14,14.28,14.02,14.46,13.74,14.84,14.08,14.8,13.48,13.9,14.9,17.3,24.68,27.04,28.46,31.04,30.54,77.14,58.18,54.24,144.84,162.42,172.62,164.48,162.96,162.34,158.64,132.32,144.6,176.76,171.9,169.9,156.38,155.36,125.72,112.72,128.84,99.92,86.96,112.24,111.32,92.8,93.94,79.04,88.0,133.96,125.74,147.82,140.22,150.14,181.72,133.18,112.48,119.16,101.94,79.54,65.98,63.02,52.46,50.92,28.84,23.32,22.3,28.0,30.32,28.54,25.7,29.68,25.5,27.02,26.18,30.98,37.62,33.36,28.88,26.26,19.68,27.2,21.42,18.78,19.1,3,5,263,27.9,25.8,29.8
17.26,18.02,14.5,13.94,14.04,14.24,14.82,13.84,13.8,14.06,15.04,14.36,13.7,13.5,13.98,14.2,13.82,13.94,13.92,16.26,16.14,13.94,13.5,13.48,14.44,11.86,32.5,28.82,23.32,30.3,27.28,26.14,67.46,76.1,97.0,126.7,162.14,184.72,196.28,170.52,185.1,169.22,153.62,159.18,143.18,144.2,135.7,147.64,143.44,99.56,84.62,92.84,89.1,67.98,71.6,65.02,82.68,76.94,86.88,105.52,112.36,134.18,136.58,152.52,149.66,169.8,122.94,114.74,96.8,117.12,84.4,45.68,39.96,36.38,33.6,35.64,31.1,35.72,37.62,35.1,34.28,27.16,23.54,22.58,23.28,19.52,18.48,16.62,18.22,19.58,21.54,15.56,17.82,17.72,19.94,19.1,4,5,264,26.7,24.4,28.0
